ra,dec
272.49719,67.6844764
272.49969,67.6838548
272.50219,67.68318452
272.50469,67.68232434
272.50719,67.68146416
272.50969,67.68060397
272.51219,67.67974379
272.51469,67.67888361
272.51719,67.67802343
272.51969,67.67716324
272.52219,67.67630306
272.52469,67.67544288
272.52719,67.6745827
272.52969,67.67372251
272.53219,67.67286233
272.53469,67.67200215
272.53719,67.67114197
272.53969,67.67028178
272.54219,67.6694216
272.54469,67.66856142
272.54719,67.66770124
272.54969,67.66684105
272.55219,67.66598087
272.55469,67.66512069
272.55719,67.6642605
272.55969,67.66340032
272.56219,67.66227118
272.56469,67.66113877
272.56719,67.66000637
272.56969,67.65887396
272.57219,67.65774155
272.57469,67.65660915
272.57719,67.65547674
272.57969,67.65434433
272.58219,67.65321193
272.58469,67.65207952
272.58719,67.65094711
272.58969,67.6498147
272.59219,67.6486823
272.59469,67.64754989
272.59719,67.64641748
272.59969,67.64528508
272.60219,67.64415267
272.60469,67.64302026
272.60719,67.64188785
272.60969,67.64075545
272.61219,67.63962304
272.61469,67.63849063
272.61719,67.63735823
272.61969,67.63620164
272.62219,67.63480646
272.62469,67.63341127
272.62719,67.63201609
272.62969,67.6306209
272.63219,67.62922571
272.63469,67.62783053
272.63719,67.62643534
272.63969,67.62504016
272.64219,67.62364497
272.64469,67.62224978
272.64719,67.6208546
272.64969,67.61945941
272.65219,67.61806423
272.65469,67.61666904
272.65719,67.61527385
272.65969,67.6139623
272.66219,67.61278266
272.66469,67.61160302
272.66719,67.61042338
272.66969,67.60924374
272.67219,67.6080641
272.67469,67.60688446
272.67719,67.60570482
272.67969,67.60452518
272.68219,67.60334554
272.68469,67.6021659
272.68719,67.60098626
272.68969,67.59980662
272.69219,67.59862698
272.69469,67.59744734
272.69719,67.5962677
272.69969,67.59508806
272.70219,67.59390842
272.70469,67.59272878
272.70719,67.59148499
272.70969,67.59006949
272.71219,67.588654
272.71469,67.5872385
272.71719,67.58582301
272.71969,67.58440751
272.72219,67.58299202
272.72469,67.58157652
272.72719,67.58016103
272.72969,67.57874553
272.73219,67.57733004
272.73469,67.57591454
272.73719,67.57449905
272.73969,67.57308355
272.74219,67.57166833
272.74469,67.57025328
272.74719,67.56883822
272.74969,67.56742317
272.75219,67.56600812
272.75469,67.56459307
272.75719,67.56317802
272.75969,67.56176297
272.76219,67.56034791
272.76469,67.55893286
272.76719,67.55751781
272.76969,67.55610276
272.77219,67.55468771
272.77469,67.55327265
272.77719,67.5518576
272.77969,67.55044255
272.78219,67.5490275
272.78469,67.54761245
272.78719,67.54532326
272.78969,67.54289649
272.79219,67.54046971
272.79469,67.53804293
272.79719,67.53561615
272.79969,67.53318937
272.80219,67.53076259
272.80469,67.52833582
272.80719,67.52590904
272.80969,67.52369154
272.81219,67.52195318
272.81469,67.52021482
272.81719,67.51847646
272.81969,67.5167381
272.82219,67.51499974
272.82469,67.51326138
272.82719,67.51152302
272.82969,67.50978466
272.83219,67.5080463
272.83469,67.50630794
272.83719,67.50456958
272.83969,67.50283122
272.84219,67.50097744
272.84469,67.49889141
272.84719,67.49680537
272.84969,67.49471934
272.85219,67.49263331
272.85469,67.49054728
272.85719,67.48846125
272.85969,67.48637522
272.86219,67.48428919
272.86469,67.48220315
272.86719,67.48011712
272.86969,67.47803109
272.87219,67.47594506
272.87469,67.47379438
272.87719,67.47152875
272.87969,67.46926313
272.88219,67.4669975
272.88469,67.46473188
272.88719,67.46246625
272.88969,67.46020063
272.89219,67.457935
272.89469,67.45566938
272.89719,67.45340375
272.89969,67.45120241
272.90219,67.44947248
272.90469,67.44774256
272.90719,67.44601264
272.90969,67.44428271
272.91219,67.44255279
272.91469,67.44082286
272.91719,67.43909294
272.91969,67.43736301
272.92219,67.43563309
272.92469,67.43390317
272.92719,67.43217324
272.92969,67.43044332
272.93219,67.42871339
272.93469,67.42698347
272.93719,67.42525354
272.93969,67.42352362
272.94219,67.42061643
272.94469,67.41727821
272.94719,67.41394
272.94969,67.41060178
272.95219,67.40726356
272.95469,67.40392535
272.95719,67.40058713
272.95969,67.39724892
272.96219,67.3939107
272.96469,67.39088206
272.96719,67.38790549
272.96969,67.38492893
272.97219,67.38195236
272.97469,67.3789758
272.97719,67.37599923
272.97969,67.37302266
272.98219,67.3700461
272.98469,67.36706953
272.98719,67.36269379
272.98969,67.35828949
272.99219,67.3538852
272.99469,67.3494809
272.99719,67.3450766
272.99969,67.3406723
273.00219,67.33751711
273.00469,67.33460695
273.00719,67.3316968
273.00969,67.32878664
273.01219,67.32587648
273.01469,67.32296633
273.01719,67.32005617
273.01969,67.31714602
273.02219,67.31294942
273.02469,67.30804169
273.02719,67.30313395
273.02969,67.29822622
273.03219,67.29331849
273.03469,67.28841076
273.03719,67.28350302
273.03969,67.27934875
273.04219,67.27536438
273.04469,67.27138
273.04719,67.26739563
272.95007,66.87298
272.95257,66.87546826
272.95507,66.87795651
272.95757,66.88044477
272.96007,66.88293302
272.96257,66.88542128
272.96507,66.88796412
272.96757,66.89181713
272.97007,66.89567015
272.97257,66.89952316
272.97507,66.90209589
272.97757,66.90432419
272.98007,66.90655248
272.98257,66.90878077
272.98507,66.91100907
272.98757,66.91323736
272.99007,66.91547528
272.99257,66.91830554
272.99507,66.9211358
272.99757,66.92396606
273.00007,66.92679632
273.00257,66.92962658
273.00507,66.93305448
273.00757,66.93688751
273.01007,66.94072054
273.01257,66.94455356
273.01507,66.94838531
273.01757,66.95221344
273.02007,66.95604156
272.95007,66.87285
272.95257,66.8710678
272.95507,66.8692856
272.95757,66.8675034
272.96007,66.86572121
272.96257,66.86401558
272.96507,66.86285089
272.96757,66.86168621
272.97007,66.86052152
272.97257,66.85935684
272.97507,66.85819215
272.97757,66.85702747
272.98007,66.85586278
272.98257,66.85469809
272.98507,66.85353341
272.98757,66.85236872
272.99007,66.85142438
272.99257,66.85057811
272.99507,66.84973184
272.99757,66.84888557
273.00007,66.8480393
273.00257,66.84719303
273.00507,66.84634675
273.00757,66.84550048
273.01007,66.84465421
273.01257,66.84380794
273.01507,66.84296167
273.01757,66.8421154
273.02007,66.84126913
273.02257,66.84023518
273.02507,66.83904891
273.02757,66.83786264
273.03007,66.83667637
273.03257,66.8354901
273.03507,66.83430383
273.03757,66.83311756
273.04007,66.83193129
273.04257,66.83074502
273.04507,66.82973928
273.04757,66.82884994
273.05007,66.8279606
273.05257,66.82707126
273.05507,66.82618191
273.05757,66.82529257
273.06007,66.82440323
273.06257,66.82351389
273.06507,66.82262455
273.06757,66.82173521
273.07007,66.82084587
273.07257,66.81995652
273.07507,66.81884395
273.07757,66.8176837
273.08007,66.81652345
273.08257,66.8153632
273.08507,66.81420295
273.08757,66.8130427
273.09007,66.81188245
273.09257,66.81072219
273.09507,66.80956194
273.09757,66.80840169
273.10007,66.80724144
273.10257,66.80608119
273.10507,66.80492094
273.10757,66.80376069
273.11007,66.80248439
273.11257,66.80064942
273.11507,66.79881445
273.11757,66.79697948
273.12007,66.79514451
273.12257,66.79330954
273.12507,66.79147457
273.12757,66.7896396
273.13007,66.78812097
273.13257,66.78702511
273.13507,66.78592925
273.13757,66.78483339
273.14007,66.78373753
273.14257,66.78264167
273.14507,66.78154581
273.14757,66.78044995
273.15007,66.7793541
273.15257,66.77825824
273.15507,66.77716238
273.15757,66.77606652
273.16007,66.77497066
273.16257,66.77389116
273.16507,66.77296573
273.16757,66.7720403
273.17007,66.77111487
273.17257,66.77018944
273.17507,66.76926401
273.17757,66.76833858
273.18007,66.76741315
273.18257,66.76648773
273.18507,66.7655623
273.18757,66.76463687
273.19007,66.76371144
273.19257,66.76249915
273.19507,66.76125918
273.19757,66.7600192
273.20007,66.75877923
273.20257,66.75753926
273.20507,66.75629929
273.20757,66.75505932
273.21007,66.75381935
273.21257,66.75257938
273.21507,66.75133941
273.21757,66.75009944
273.22007,66.74837022
273.22257,66.74661198
273.22507,66.74485374
273.22757,66.74309549
273.23007,66.74133725
273.23257,66.73957901
273.23507,66.73782077
273.23757,66.73606253
273.24007,66.73430429
273.24257,66.73281294
273.24507,66.73161072
273.24757,66.7304085
273.25007,66.72920628
273.25257,66.72800407
273.25507,66.72680185
273.25757,66.72559963
273.26007,66.72439742
273.26257,66.7231952
273.26507,66.72199298
273.26757,66.72079076
273.27007,66.71958855
273.27257,66.71838633
273.27507,66.71718411
273.27757,66.7159819
273.28007,66.71477968
273.28257,66.71295243
273.28507,66.71095298
273.28757,66.70895352
273.29007,66.70695407
273.29257,66.70495462
273.29507,66.70295516
273.29757,66.70095571
273.30007,66.69916453
273.30257,66.69760632
273.30507,66.69604812
273.30757,66.69448991
273.31007,66.69293171
273.31257,66.6913735
273.31507,66.6898153
273.31757,66.68825709
273.32007,66.68669888
273.32257,66.68514068
273.32507,66.68343069
273.32757,66.68160897
273.33007,66.67978724
273.33257,66.67796552
273.33507,66.6761438
273.33757,66.67432208
273.34007,66.67250035
273.34257,66.67067863
273.34507,66.66885691
273.34757,66.66708081
273.35007,66.66539648
273.35257,66.66371216
273.35507,66.66202784
273.35757,66.66034352
273.36007,66.65865919
273.36257,66.65697487
273.36507,66.65529055
273.36757,66.65360623
273.37007,66.65192191
273.37257,66.65023758
273.37507,66.64855326
273.37757,66.64686894
273.38007,66.64518462
273.38257,66.6435003
273.38507,66.64181597
273.38757,66.64013165
273.39007,66.63835446
273.39257,66.63639701
273.39507,66.63443955
273.39757,66.63248209
273.40007,66.63052463
273.40257,66.62856718
273.40507,66.62660972
273.40757,66.62465226
273.41007,66.6226948
273.41257,66.62073734
273.41507,66.61877989
273.41757,66.61682243
273.42007,66.61455758
273.42257,66.61217788
273.42507,66.60979818
273.42757,66.60741848
273.43007,66.60503877
273.43257,66.60265907
273.43507,66.60027937
273.43757,66.59789967
273.44007,66.59551997
273.44257,66.59314027
273.44507,66.59122356
273.44757,66.58939768
273.45007,66.58757179
273.45257,66.58574591
273.45507,66.58392002
273.45757,66.58209414
273.46007,66.58026825
273.46257,66.57844237
273.46507,66.57661648
273.46757,66.5747906
273.47007,66.57296471
273.47257,66.57113883
273.47507,66.56931294
273.47757,66.56684485
273.48007,66.56373456
273.48257,66.56062427
273.48507,66.55751398
273.48757,66.55440369
273.49007,66.5512934
273.49257,66.54818311
273.49507,66.54496919
273.49757,66.54131916
273.50007,66.53766913
273.50257,66.5340191
273.50507,66.53036907
273.50757,66.52671904
273.51007,66.52306901
273.51257,66.52002551
273.51507,66.51719511
273.51757,66.51436471
273.52007,66.51153432
273.52257,66.50870392
273.52507,66.50587352
273.52757,66.50304313
273.53007,66.50021273
273.53257,66.49565564
273.53507,66.48978529
273.53757,66.48391494
273.54007,66.47804459
273.54257,66.47354024
273.54507,66.46963254
273.54757,66.46572483
273.55007,66.46181713
273.55257,66.45790943
267.37824,65.78435065
267.38074,65.7796306
267.38324,65.77518552
267.38574,65.77155663
267.38824,65.76792775
267.39074,65.76429886
267.39324,65.76066997
267.39574,65.75704109
267.39824,65.7534122
267.40074,65.74978331
267.40324,65.74615443
267.40574,65.74217561
267.40824,65.73761607
267.41074,65.73305653
267.41324,65.72849699
267.41574,65.72393745
267.41824,65.71937791
267.42074,65.71481837
267.42324,65.71025882
267.42574,65.70597938
267.42824,65.70297591
267.43074,65.69997245
267.43324,65.69696899
267.43574,65.69396552
267.43824,65.69096206
267.44074,65.6879586
267.44324,65.68495514
267.44574,65.68196198
267.44824,65.67897386
267.45074,65.67598574
267.45324,65.67299761
267.45574,65.67000949
267.45824,65.66702137
267.46074,65.66403325
267.46324,65.66104513
267.46574,65.658057
267.46824,65.65506888
267.47074,65.65208076
267.47324,65.64909264
267.47574,65.64618939
267.47824,65.64342464
267.48074,65.64065988
267.48324,65.63789513
267.48574,65.63513037
267.48824,65.63236562
267.49074,65.62960086
267.49324,65.62683611
267.49574,65.62407135
267.49824,65.6213066
267.50074,65.61952424
267.50324,65.61795172
267.50574,65.61637919
267.50824,65.61480667
267.51074,65.61323414
267.51324,65.61166162
267.51574,65.61008909
267.51824,65.60851657
267.52074,65.60694404
267.52324,65.60537152
267.52574,65.603799
267.52824,65.60222647
267.53074,65.60065395
267.53324,65.59908142
267.53574,65.59712814
267.53824,65.59476893
267.54074,65.59240972
267.54324,65.5900505
267.54574,65.58769129
267.54824,65.58533208
267.55074,65.58297287
267.55324,65.58061366
267.55574,65.57825444
267.55824,65.57589523
267.56074,65.57353602
267.56324,65.57117681
267.56574,65.56889855
267.56824,65.56695238
267.57074,65.5650062
267.57324,65.56306003
267.57574,65.56111386
267.57824,65.55916768
267.58074,65.55722151
267.58324,65.55527534
267.58574,65.55332916
267.58824,65.55138299
267.59074,65.54943681
267.59324,65.54759582
267.59574,65.54603635
267.59824,65.54447687
267.60074,65.5429174
267.60324,65.54135792
267.60574,65.53979845
267.60824,65.53823897
267.61074,65.5366795
267.61324,65.53512002
267.61574,65.53356055
267.61824,65.53200107
267.62074,65.53044159
267.62324,65.52888212
267.62574,65.52732264
267.62824,65.52576317
267.63074,65.52420369
267.63324,65.52254261
267.63574,65.52080425
267.63824,65.51906589
267.64074,65.51732753
267.64324,65.51558917
267.64574,65.51385081
267.64824,65.51211245
267.65074,65.51037409
267.65324,65.50863574
267.65574,65.50689738
267.65824,65.50515902
267.66074,65.50342066
267.66324,65.5016823
267.66574,65.5001796
267.66824,65.49883666
267.67074,65.49749371
267.67324,65.49615076
267.67574,65.49480781
267.67824,65.49346487
267.68074,65.49212192
267.68324,65.49077897
267.68574,65.48943603
267.68824,65.48809308
267.69074,65.48675013
267.69324,65.48540718
267.69574,65.48406424
267.69824,65.48272129
267.70074,65.48137834
267.70324,65.48003539
267.70574,65.47869245
267.70824,65.4773495
267.71074,65.47592462
267.71324,65.47448459
267.71574,65.47304457
267.71824,65.47160455
267.72074,65.47016452
267.72324,65.4687245
267.72574,65.46728447
267.72824,65.46584445
267.73074,65.46440442
267.73324,65.4629644
267.73574,65.46152437
267.73824,65.46008435
267.74074,65.45864432
267.74324,65.45720881
267.74574,65.45577396
267.74824,65.45433911
267.75074,65.45290427
267.75324,65.45146942
267.75574,65.45003457
267.75824,65.44859972
267.76074,65.44716487
267.76324,65.44573002
267.76574,65.44429517
267.76824,65.44286032
267.77074,65.44142547
267.77324,65.43999063
267.77574,65.43855578
267.77824,65.43712093
267.78074,65.43568608
267.78324,65.43425123
267.78574,65.43310335
267.78824,65.43202542
267.79074,65.43094749
267.79324,65.42986956
267.79574,65.42879163
267.79824,65.4277137
267.80074,65.42663577
267.80324,65.42555784
267.80574,65.42447991
267.80824,65.42340199
267.81074,65.42232406
267.81324,65.42124613
267.81574,65.4201682
267.81824,65.41909027
267.82074,65.41801234
267.82324,65.41693441
267.82574,65.41585648
267.82824,65.41477855
267.83074,65.41370063
267.83324,65.41236473
267.83574,65.41090965
267.83824,65.40945457
267.84074,65.40799949
267.84324,65.40654441
267.84574,65.40508934
267.84824,65.40363426
267.85074,65.40217918
267.85324,65.4007241
267.85574,65.39926902
267.85824,65.39781395
267.86074,65.39635887
267.86324,65.39490379
267.86574,65.39344871
267.86824,65.39199363
267.87074,65.39053855
267.87324,65.38917622
267.87574,65.3880303
267.87824,65.38688438
267.88074,65.38573846
267.88324,65.38459254
267.88574,65.38344662
267.88824,65.3823007
267.89074,65.38115478
267.89324,65.38000886
267.89574,65.37886294
267.89824,65.37771702
267.90074,65.3765711
267.90324,65.37542518
267.90574,65.37427926
267.90824,65.37313334
267.91074,65.37198742
267.91324,65.3708415
267.91574,65.36969558
267.91824,65.36854965
267.92074,65.36755905
267.92324,65.36727598
267.92574,65.36699291
267.92824,65.36670985
267.93074,65.36642678
267.93324,65.36614371
267.93574,65.36586064
267.93824,65.36557758
267.94074,65.36529451
267.94324,65.36501144
267.94574,65.36472838
267.94824,65.36444531
267.95074,65.36416224
267.95324,65.36387917
267.95574,65.36359611
267.95824,65.36331304
267.96074,65.36302997
267.96324,65.3627469
267.96574,65.36246384
267.96824,65.36218077
267.97074,65.3618977
267.97324,65.36161464
267.97574,65.36133157
267.97824,65.3610485
267.98074,65.36076543
267.98324,65.36048237
267.98574,65.3601993
267.98824,65.35991623
267.99074,65.35981275
267.99324,65.35973564
267.99574,65.35965852
267.99824,65.35958141
268.00074,65.35950429
268.00324,65.35942717
268.00574,65.35935006
268.00824,65.35927294
268.01074,65.35919582
268.01324,65.35911871
268.01574,65.35904159
268.01824,65.35896448
268.02074,65.35888736
268.02324,65.35881024
268.02574,65.35873313
268.02824,65.35865601
268.03074,65.3585789
268.03324,65.35850178
268.03574,65.35842466
268.03824,65.35834755
268.04074,65.35827043
268.04324,65.35819331
268.04574,65.3581162
268.04824,65.35803908
268.05074,65.35796197
268.05324,65.35788485
268.05574,65.35780773
268.05824,65.35773062
268.06074,65.3576535
268.06324,65.35757638
268.06574,65.35749927
268.06824,65.35742215
268.07074,65.35734504
268.07324,65.3573088
268.07574,65.35732996
268.07824,65.35735111
268.08074,65.35737227
268.08324,65.35739343
268.08574,65.35741458
268.08824,65.35743574
268.09074,65.35745689
268.09324,65.35747805
268.09574,65.35749921
268.09824,65.35752036
268.10074,65.35754152
268.10324,65.35756267
268.10574,65.35758383
268.10824,65.35760499
268.11074,65.35762614
268.11324,65.3576473
268.11574,65.35766845
268.11824,65.35768961
268.12074,65.35771077
268.12324,65.35773192
268.12574,65.35775308
268.12824,65.35777424
268.13074,65.35779539
268.13324,65.35781655
268.13574,65.3578377
268.13824,65.35785886
268.14074,65.35788002
268.14324,65.35790117
268.14574,65.35792233
268.14824,65.35794348
268.15074,65.35796532
268.15324,65.35798746
268.15574,65.3580096
268.15824,65.35803174
268.16074,65.35805388
268.16324,65.35807601
268.16574,65.35809815
268.16824,65.35812029
268.17074,65.35814243
268.17324,65.35816457
268.17574,65.35818671
268.17824,65.35820885
268.18074,65.35823099
268.18324,65.35825313
268.18574,65.35827527
268.18824,65.3582974
268.19074,65.35831954
268.19324,65.35834168
268.19574,65.35836382
268.19824,65.35838596
268.20074,65.3584081
268.20324,65.35843024
268.20574,65.35845238
268.20824,65.35847452
268.21074,65.35849666
268.21324,65.35851879
268.21574,65.35854093
268.21824,65.35856307
268.22074,65.35858521
268.22324,65.3585847
268.22574,65.35853862
268.22824,65.35849255
268.23074,65.35844647
268.23324,65.35840039
268.23574,65.35835431
268.23824,65.35830823
268.24074,65.35826216
268.24324,65.35821608
268.24574,65.35817
268.24824,65.35812392
268.25074,65.35807784
268.25324,65.35803177
268.25574,65.35798569
268.25824,65.35793961
268.26074,65.35789353
268.26324,65.35784745
268.26574,65.35780138
268.26824,65.3577553
268.27074,65.35770922
268.27324,65.35766314
268.27574,65.35761706
268.27824,65.35757099
268.28074,65.35752491
268.28324,65.35747883
268.28574,65.35743275
268.28824,65.35738667
268.29074,65.3573406
268.29324,65.35669673
268.29574,65.35487154
268.29824,65.35304634
268.30074,65.35122115
268.30324,65.34939595
268.36074,65.23313534
268.36324,65.23201664
268.36574,65.23089793
268.36824,65.22977922
268.37074,65.22866052
268.37324,65.22754181
268.37574,65.2264231
268.37824,65.2253044
268.38074,65.22418569
268.38324,65.22306698
268.38574,65.22194828
268.38824,65.22082957
268.39074,65.21971086
268.39324,65.2188615
268.39574,65.21810676
268.39824,65.21735202
268.40074,65.21659729
268.40324,65.21584255
268.40574,65.21508782
268.40824,65.21433308
268.41074,65.21357835
268.41324,65.21282361
268.41574,65.21206888
268.41824,65.21131414
268.42074,65.21055941
268.42324,65.20980467
268.42574,65.20904994
268.42824,65.2082952
268.43074,65.20754046
268.43324,65.20678573
268.43574,65.20603099
268.43824,65.20527626
268.44074,65.20452152
268.44324,65.20379903
268.44574,65.20317025
268.44824,65.20254146
268.45074,65.20191268
268.45324,65.2012839
268.45574,65.20065511
268.45824,65.20002633
268.46074,65.19939755
268.46324,65.19876876
268.46574,65.19813998
268.46824,65.1975112
268.47074,65.19688241
268.47324,65.19625363
268.47574,65.19562485
268.47824,65.19499606
268.48074,65.19436728
268.48324,65.1937385
268.48574,65.19310971
268.48824,65.19248093
268.49074,65.19185215
268.49324,65.19122336
268.49574,65.19066694
268.49824,65.19013189
268.50074,65.18959684
268.50324,65.18906178
268.50574,65.18852673
268.50824,65.18799168
268.51074,65.18745663
268.51324,65.18692158
268.51574,65.18638653
268.51824,65.18585147
268.52074,65.18531642
268.52324,65.18478137
268.52574,65.18424632
268.52824,65.18371127
268.53074,65.18317622
268.53324,65.18264116
268.53574,65.18210611
268.53824,65.18157106
268.54074,65.18103601
268.54324,65.18050096
268.54574,65.18006569
268.54824,65.1798771
268.55074,65.17968851
268.55324,65.17949992
268.55574,65.17931133
268.55824,65.17912274
268.56074,65.17893415
268.56324,65.17874556
268.56574,65.17855697
268.56824,65.17836838
268.57074,65.17817979
268.57324,65.1779912
268.57574,65.17780261
268.57824,65.17761402
268.58074,65.17742543
268.58324,65.17723684
268.58574,65.17704826
268.58824,65.17685967
268.59074,65.17667108
268.59324,65.17648249
268.59574,65.1762939
268.59824,65.17610531
268.60074,65.17591672
268.60324,65.17572813
268.60574,65.17553954
268.60824,65.17535095
268.61074,65.17516236
268.61324,65.17497377
268.61574,65.17492484
268.61824,65.17487877
268.62074,65.17483269
268.62324,65.17478661
268.62574,65.17474053
268.62824,65.17469445
268.63074,65.17464838
268.63324,65.1746023
268.63574,65.17455622
268.63824,65.17451014
268.64074,65.17446406
268.64324,65.17441799
268.64574,65.17437191
268.64824,65.17432583
268.65074,65.17427975
268.65324,65.17423367
268.65574,65.1741876
268.65824,65.17414152
268.66074,65.17409544
268.66324,65.17404936
268.66574,65.17400328
268.66824,65.17395721
268.67074,65.17391113
268.67324,65.17386505
268.67574,65.17381897
268.67824,65.17377289
268.68074,65.17372682
268.68324,65.17368074
268.68574,65.17358126
268.68824,65.17348091
268.69074,65.17338056
268.69324,65.17328021
268.69574,65.17317986
268.69824,65.17307951
268.70074,65.17297916
268.70324,65.17287881
268.70574,65.17277846
268.70824,65.17267812
268.71074,65.17257777
268.71324,65.17247742
268.71574,65.17237707
268.71824,65.17227672
268.72074,65.17217637
268.72324,65.17207602
268.72574,65.17197567
268.72824,65.17187532
268.73074,65.17177497
268.73324,65.17167462
268.73574,65.17157428
268.73824,65.17147393
268.74074,65.17137358
268.74324,65.17127323
268.74574,65.17117288
268.74824,65.17107253
268.75074,65.17097218
268.75324,65.17087183
268.75574,65.17077148
268.75824,65.17067113
268.76074,65.17057079
268.76324,65.17047044
268.76574,65.17041768
268.76824,65.17037045
268.77074,65.17032322
268.77324,65.17027598
268.77574,65.17022875
268.77824,65.17018152
268.78074,65.17013429
268.78324,65.17008706
268.78574,65.17003982
268.78824,65.16999259
268.79074,65.16994536
268.79324,65.16989813
268.79574,65.1698509
268.79824,65.16980366
268.80074,65.16975643
268.80324,65.1697092
268.80574,65.16966197
268.80824,65.16961474
268.81074,65.1695675
268.81324,65.16952027
268.81574,65.16947304
268.81824,65.16942581
268.82074,65.16937858
268.82324,65.16933134
268.82574,65.16928411
268.82824,65.16923688
268.83074,65.16918965
268.83324,65.16920153
268.83574,65.16925551
268.83824,65.16930949
268.84074,65.16936348
268.84324,65.16941746
268.84574,65.16947145
268.84824,65.16952543
268.85074,65.16957941
268.85324,65.1696334
268.85574,65.16968738
268.85824,65.16974137
268.86074,65.16979535
268.86324,65.16984933
268.86574,65.16990332
268.86824,65.1699573
268.87074,65.17001129
268.87324,65.17006527
268.87574,65.17011925
268.87824,65.17017324
268.88074,65.17022722
268.88324,65.17028121
268.88574,65.17033519
268.88824,65.17038917
268.89074,65.17044316
268.89324,65.17047637
268.89574,65.17050017
268.89824,65.17052397
268.90074,65.17054777
268.90324,65.17057157
268.90574,65.17059537
268.90824,65.17061917
268.91074,65.17064297
268.91324,65.17066677
268.91574,65.17069057
268.91824,65.17071436
268.92074,65.17073816
268.92324,65.17076196
268.92574,65.17078576
268.92824,65.17080956
268.93074,65.17083336
268.93324,65.17085716
268.93574,65.17088096
268.93824,65.17090476
268.94074,65.17092856
268.94324,65.17095236
268.94574,65.17097615
268.94824,65.17099995
268.95074,65.17102375
268.95324,65.17104755
268.95574,65.17107135
268.95824,65.17109515
268.96074,65.17110058
268.96324,65.17107553
268.96574,65.17105047
268.96824,65.17102542
268.97074,65.17100036
268.97324,65.17097531
268.97574,65.17095026
268.97824,65.1709252
268.98074,65.17090015
268.98324,65.17087509
268.98574,65.17085004
268.98824,65.17082499
268.99074,65.17079993
268.99324,65.17077488
268.99574,65.17074982
268.99824,65.17072477
269.00074,65.17069972
269.00324,65.17067466
269.00574,65.17064961
269.00824,65.17062455
269.01074,65.1705995
269.01324,65.17057445
269.01574,65.17054939
269.01824,65.17052434
269.02074,65.17049928
269.02324,65.17047423
269.02574,65.17048206
269.02824,65.17053312
269.03074,65.17058418
269.03324,65.17063524
269.03574,65.1706863
269.03824,65.17073736
269.04074,65.17078842
269.04324,65.17083948
269.04574,65.17089054
269.04824,65.17094161
269.05074,65.17099267
269.05324,65.17104373
269.05574,65.17109479
269.05824,65.17114585
269.06074,65.17119691
269.06324,65.17124797
269.06574,65.17129903
269.06824,65.17135009
269.07074,65.17140115
269.07324,65.17145221
269.07574,65.17150327
269.07824,65.17155434
269.08074,65.1716054
269.08324,65.17165646
269.08574,65.17170752
269.08824,65.17174596
269.09074,65.17172193
269.09324,65.17169789
269.09574,65.17167386
269.09824,65.17164982
269.10074,65.17162579
269.10324,65.17160175
269.10574,65.17157772
269.10824,65.17155368
269.11074,65.17152965
269.11324,65.17150561
269.11574,65.17148158
269.11824,65.17145754
269.12074,65.17143351
269.12324,65.17140947
269.12574,65.17138544
269.12824,65.1713614
269.13074,65.17133737
269.13324,65.17131333
269.13574,65.1712893
269.13824,65.17126527
269.14074,65.17124123
269.14324,65.1712172
269.14574,65.17119316
269.14824,65.17116913
269.15074,65.17114509
269.15324,65.17112106
269.15574,65.17108511
269.15824,65.17103903
269.16074,65.17099295
269.16324,65.17094686
269.16574,65.17090078
269.16824,65.17085469
269.17074,65.17080861
269.17324,65.17076252
269.17574,65.17071644
269.17824,65.17067035
269.18074,65.17062427
269.18324,65.17057818
269.18574,65.1705321
269.18824,65.17048601
269.19074,65.17043993
269.19324,65.17039385
269.19574,65.17034776
269.19824,65.17030168
269.20074,65.17025559
269.20324,65.17020951
269.20574,65.17016342
269.20824,65.17011734
269.21074,65.17007125
269.21324,65.17002517
269.21574,65.16997908
269.21824,65.169933
269.22074,65.16988691
269.22324,65.16984083
269.22574,65.16984798
269.22824,65.16989904
269.23074,65.1699501
269.23324,65.17000116
269.23574,65.17005222
269.23824,65.17010329
269.24074,65.17015435
269.24324,65.17020541
269.24574,65.17025647
269.24824,65.17030753
269.25074,65.17035859
269.25324,65.17040965
269.25574,65.17046071
269.25824,65.17051177
269.26074,65.17056283
269.26324,65.17061389
269.26574,65.17066495
269.26824,65.17071601
269.27074,65.17076708
269.27324,65.17081814
269.27574,65.1708692
269.27824,65.17092026
269.28074,65.17097132
269.28324,65.17102238
269.28574,65.17107344
269.28824,65.17110299
269.29074,65.17107833
269.29324,65.17105366
269.29574,65.17102899
269.29824,65.17100432
269.30074,65.17097965
269.30324,65.17095498
269.30574,65.17093031
269.30824,65.17090565
269.31074,65.17088098
269.31324,65.17085631
269.31574,65.17083164
269.31824,65.17080697
269.32074,65.1707823
269.32324,65.17075763
269.32574,65.17073297
269.32824,65.1707083
269.33074,65.17068363
269.33324,65.17065896
269.33574,65.17063429
269.33824,65.17060962
269.34074,65.17058496
269.34324,65.17056029
269.34574,65.17053562
269.34824,65.17051095
269.35074,65.17048628
269.35324,65.17047
269.35574,65.17047
269.35824,65.17047
269.36074,65.17047
269.36324,65.17047
269.36574,65.17047
269.36824,65.17047
269.37074,65.17047
269.37324,65.17047
269.37574,65.17047
269.37824,65.17047
269.38074,65.17047
269.38324,65.17047
269.38574,65.17047
