ra,dec
271.77574,65.49214943
271.77824,65.49228883
271.78074,65.49242823
271.78324,65.49256763
271.78574,65.49270703
271.78824,65.49284644
271.79074,65.49298584
271.79324,65.49312524
271.79574,65.49326464
271.79824,65.49340404
271.80074,65.49354344
271.80324,65.49368284
271.80574,65.49382224
271.80824,65.49396164
271.81074,65.49410105
271.81324,65.49424045
271.81574,65.49422478
271.81824,65.49416739
271.82074,65.49411
271.82324,65.49405261
271.82574,65.49399522
271.82824,65.49393783
271.83074,65.49388044
271.83324,65.49382306
271.83574,65.49376567
271.83824,65.49370828
271.84074,65.49365089
271.84324,65.4935935
271.84574,65.49353611
271.84824,65.49347872
271.85074,65.49342133
271.85324,65.49336395
271.85574,65.49330898
271.85824,65.49329193
271.86074,65.49327489
271.86324,65.49325785
271.86574,65.49324081
271.86824,65.49322376
271.87074,65.49320672
271.87324,65.49318968
271.87574,65.49317263
271.87824,65.49315559
271.88074,65.49313855
271.88324,65.4931215
271.88574,65.49310446
271.88824,65.49308742
271.89074,65.49307037
271.89324,65.49305333
271.89574,65.49303629
271.89824,65.49301925
271.90074,65.4930022
271.90324,65.49297896
271.90574,65.49294011
271.90824,65.49290125
271.91074,65.49286239
271.91324,65.49282354
271.91574,65.49278468
271.91824,65.49274582
271.92074,65.49270697
271.92324,65.49266811
271.92574,65.49262925
271.92824,65.49259039
271.93074,65.49255154
271.93324,65.49251268
271.93574,65.49247382
271.93824,65.49243497
271.94074,65.49239611
271.94324,65.49235725
271.94574,65.49237622
271.94824,65.49244138
271.95074,65.49250653
271.95324,65.49257168
271.95574,65.49263683
271.95824,65.49270198
271.96074,65.49276713
271.96324,65.49283228
271.96574,65.49289744
271.96824,65.49296259
271.97074,65.49302774
271.97324,65.49309289
271.97574,65.49315804
271.97824,65.49322319
271.98074,65.49328835
271.98324,65.4933535
271.98574,65.49341865
271.98824,65.4934838
271.99074,65.49354895
271.99324,65.4936141
271.99574,65.49361819
271.99824,65.49360257
272.00074,65.49358695
272.00324,65.49357132
272.00574,65.4935557
272.00824,65.49354008
272.01074,65.49352446
272.01324,65.49350884
272.01574,65.49349321
272.01824,65.49347759
272.02074,65.49346197
272.02324,65.49344635
272.02574,65.49343073
272.02824,65.4934151
272.03074,65.49339948
272.03324,65.49338386
272.03574,65.49336824
272.03824,65.49335262
272.04074,65.49333699
272.04324,65.49332137
272.04574,65.49331
272.04824,65.49331
272.05074,65.49331
272.05324,65.49331
272.05574,65.49331
272.05824,65.49331
272.06074,65.49331
272.06324,65.49331
272.06574,65.49331
272.06824,65.49331
272.07074,65.49331
272.07324,65.49331
272.07574,65.49331
272.07824,65.49331
272.08074,65.49331
272.08324,65.49331
272.08574,65.49331
272.08824,65.49331
272.09074,65.49331
272.09324,65.49330468
272.09574,65.4932706
272.09824,65.49323651
272.10074,65.49320242
272.10324,65.49316834
272.10574,65.49313425
272.10824,65.49310017
272.11074,65.49306608
272.11324,65.49303199
272.11574,65.49299791
272.11824,65.49296382
272.12074,65.49292974
272.12324,65.49289565
272.12574,65.49286156
272.12824,65.49282748
272.13074,65.49279339
272.13324,65.49275931
272.13574,65.49272522
272.13824,65.49269113
272.14074,65.492698
272.14324,65.49277169
272.14574,65.49284538
272.14824,65.49291908
272.15074,65.49299277
272.15324,65.49306646
272.15574,65.49314015
272.15824,65.49321384
272.16074,65.49328753
272.16324,65.49336122
272.16574,65.49343491
272.16824,65.4935086
272.17074,65.49358229
272.17324,65.49365598
272.17574,65.49372968
272.17824,65.49380337
272.18074,65.49387706
272.18324,65.49395075
272.18574,65.49402444
272.18824,65.49409813
272.19074,65.49417182
272.19324,65.49424551
272.19574,65.49434119
272.19824,65.49445621
272.20074,65.49457122
272.20324,65.49468624
272.20574,65.49480125
272.20824,65.49491627
272.21074,65.49503129
272.21324,65.4951463
272.21574,65.49526132
272.21824,65.49537634
272.22074,65.49549135
272.22324,65.49560637
272.22574,65.49572139
272.22824,65.4958364
272.23074,65.49595142
272.23324,65.49606644
272.23574,65.49618145
272.23824,65.49629647
272.24074,65.49641148
272.24324,65.4965265
272.24574,65.49664152
272.24824,65.49675653
272.25074,65.49687155
272.25324,65.49698657
272.25574,65.49710158
272.25824,65.4972166
272.26074,65.49733162
272.26324,65.49744663
272.26574,65.49759954
272.26824,65.49778525
272.27074,65.49797096
272.27324,65.49815666
272.27574,65.49834237
272.27824,65.49852808
272.28074,65.49871379
272.28324,65.4988995
272.28574,65.49908521
272.28824,65.49927091
272.29074,65.49945662
272.29324,65.49964233
272.29574,65.49982804
272.29824,65.50001375
272.30074,65.50019946
272.30324,65.50038516
272.30574,65.50057087
272.30824,65.50075658
272.31074,65.50094229
272.31324,65.50114498
272.31574,65.50137114
272.31824,65.50159729
272.32074,65.50182345
272.32324,65.5020496
272.32574,65.50227576
272.32824,65.50250191
272.33074,65.50272806
272.33324,65.50295422
272.33574,65.50318037
272.33824,65.50340653
272.34074,65.50363268
272.34324,65.50385884
272.34574,65.50408499
272.34824,65.50431114
272.35074,65.5045373
272.35324,65.50476345
272.35574,65.50502667
272.35824,65.50535812
272.36074,65.50568957
272.36324,65.50602102
272.36574,65.50635247
272.36824,65.50668392
272.37074,65.50701536
272.37324,65.50734681
272.37574,65.50767826
272.37824,65.50800971
272.38074,65.50834116
272.38324,65.50867261
272.38574,65.50900406
272.38824,65.50933551
272.39074,65.50966696
272.39324,65.50999841
272.39574,65.51032986
272.39824,65.51066131
272.40074,65.51099275
272.40324,65.5113242
272.40574,65.51180569
272.40824,65.51230535
272.41074,65.512805
272.41324,65.51330466
272.41574,65.51380431
272.41824,65.51430397
272.42074,65.51480363
272.42324,65.51530328
272.42574,65.51580294
272.42824,65.51630259
272.43074,65.51680225
272.43324,65.5173019
272.43574,65.51780156
272.43824,65.51830121
272.44074,65.51880087
272.44324,65.51930052
272.44574,65.51980018
272.44824,65.52045072
272.45074,65.52126471
272.45324,65.5220787
272.45574,65.5228927
272.45824,65.52370669
272.46074,65.52452068
272.46324,65.52533468
272.46574,65.52614867
272.46824,65.52696267
272.47074,65.52777666
272.47324,65.52859065
272.47574,65.52940465
272.47824,65.53021864
272.48074,65.53103263
272.48324,65.53184663
272.48574,65.53266062
272.48824,65.53347461
272.49074,65.53429794
272.49324,65.53524154
272.49574,65.53618514
272.49824,65.53712875
272.50074,65.53807235
272.50324,65.53901595
272.50574,65.53995955
272.50824,65.54090315
272.51074,65.54184676
272.51324,65.54279036
272.51574,65.54373396
272.51824,65.54467756
272.52074,65.54562116
272.52324,65.54656477
272.52574,65.54750837
272.52824,65.54845197
272.53074,65.54939557
272.53324,65.55033918
272.53574,65.55161686
272.53824,65.55306665
272.54074,65.55451644
272.54324,65.55596623
272.54574,65.55741603
272.54824,65.55886582
272.55074,65.56031561
272.55324,65.5617654
272.55574,65.56321519
272.55824,65.56482092
272.56074,65.56783007
272.56324,65.57083923
272.56574,65.57384839
272.56824,65.57685755
272.57074,65.5798667
272.57324,65.58106568
272.57574,65.58124643
272.57824,65.58142719
272.58074,65.58160794
272.58324,65.58178869
272.58574,65.58196945
272.58824,65.5821502
272.59074,65.58233095
272.59324,65.58251171
272.59574,65.58269246
272.59824,65.58287321
272.60074,65.58305396
272.60324,65.58323472
272.60574,65.58341547
272.60824,65.58359622
272.61074,65.58377698
272.61324,65.58396504
272.61574,65.58415807
272.61824,65.58435109
272.62074,65.58454412
272.62324,65.58473714
272.62574,65.58493017
272.62824,65.58512319
272.63074,65.58531621
272.63324,65.58550924
272.63574,65.58570226
272.63824,65.58589529
272.64074,65.58608831
272.64324,65.58628134
272.64574,65.58647436
272.64824,65.58666739
272.65074,65.5869472
272.65324,65.58729195
272.65574,65.5876367
272.65824,65.58798145
272.66074,65.5883262
272.66324,65.58867095
272.66574,65.5890157
272.66824,65.58936045
272.67074,65.5897052
272.67324,65.59004995
272.67574,65.5903947
272.67824,65.59073945
272.68074,65.5910842
272.68324,65.59142895
272.68574,65.5917737
272.68824,65.59211845
272.69074,65.5924632
272.69324,65.59280795
272.69574,65.59317285
272.69824,65.59354219
272.70074,65.59391152
272.70324,65.59428085
272.70574,65.59465018
272.70824,65.59501952
272.71074,65.59538885
272.71324,65.59575818
272.71574,65.59612751
272.71824,65.59649685
272.72074,65.59686618
272.72324,65.59723551
272.72574,65.59760484
272.72824,65.59797418
272.73074,65.59834351
272.73324,65.59871268
272.73574,65.59908065
272.73824,65.59944861
272.74074,65.59981657
272.74324,65.60018453
272.74574,65.60055249
272.74824,65.60092046
272.75074,65.60128842
272.75324,65.60165638
272.75574,65.60202434
272.75824,65.60239231
272.76074,65.60276027
272.76324,65.60312823
272.76574,65.60349619
272.76824,65.60390055
272.77074,65.60457177
272.77324,65.60524299
272.77574,65.60591422
272.77824,65.60658544
272.78074,65.60725667
272.78324,65.60792789
272.78574,65.60859911
272.78824,65.60927034
272.79074,65.60994156
272.79324,65.61061279
272.79574,65.61128401
272.79824,65.61195523
272.80074,65.61262646
272.80324,65.61329768
272.80574,65.61396891
272.80824,65.61470636
272.81074,65.61546473
272.81324,65.6162231
272.81574,65.61698146
272.81824,65.61773983
272.82074,65.6184982
272.82324,65.61925657
272.82574,65.62001494
272.82824,65.62077331
272.83074,65.62153167
272.83324,65.62229004
272.83574,65.62304841
272.83824,65.62380678
272.84074,65.62456515
272.84324,65.62532351
272.84574,65.62608188
272.84824,65.62684025
272.85074,65.62759862
272.85324,65.62835699
272.85574,65.62929928
272.85824,65.63034504
272.86074,65.6313908
272.86324,65.63243655
272.86574,65.63348231
272.86824,65.63452807
272.87074,65.63557383
272.87324,65.63661958
272.87574,65.63766534
272.87824,65.6387111
272.88074,65.63975685
272.88324,65.64080261
272.88574,65.64184774
272.88824,65.64281529
272.89074,65.64378284
272.89324,65.64475038
272.89574,65.64571793
272.89824,65.64668548
272.90074,65.64765303
272.90324,65.64862058
272.90574,65.64958812
272.90824,65.65055567
272.91074,65.65152322
272.91324,65.65249077
272.91574,65.65345832
272.91824,65.65442587
272.92074,65.65526502
272.92324,65.65604811
272.92574,65.65683119
272.92824,65.65761427
272.93074,65.65839735
272.93324,65.65918043
272.93574,65.65996351
272.93824,65.66074659
272.94074,65.66152967
272.94324,65.66231275
272.94574,65.66309583
272.94824,65.66387891
272.95074,65.66466199
272.95324,65.66544508
272.95574,65.66637443
272.95824,65.66736647
272.96074,65.66835851
272.96324,65.66935055
272.96574,65.67034259
272.96824,65.67133463
272.97074,65.67232667
272.97324,65.67331871
272.97574,65.67431074
272.97824,65.67530278
272.98074,65.67629482
272.98324,65.67728686
272.98574,65.6782789
272.98824,65.67931608
272.99074,65.68042566
272.99324,65.68153524
272.99574,65.68264482
272.99824,65.6837544
273.00074,65.68486398
273.00324,65.68597356
273.00574,65.68708314
273.00824,65.68819272
273.01074,65.68930229
273.01324,65.69041187
273.01574,65.69152145
273.01824,65.69269096
273.02074,65.69387777
273.02324,65.69506458
273.02574,65.69625139
273.02824,65.6974382
273.03074,65.69862501
273.03324,65.69981182
273.03574,65.70099863
273.03824,65.70218544
273.04074,65.70337225
273.04324,65.70455906
273.04574,65.70574587
273.04824,65.70700748
273.05074,65.70828462
273.05324,65.70956177
273.05574,65.71083891
273.05824,65.71211606
273.06074,65.71339321
273.06324,65.71467035
273.06574,65.7159475
273.06824,65.71722464
273.07074,65.71850179
273.07324,65.71977893
273.07574,65.72103007
273.07824,65.72219108
273.08074,65.72335208
273.08324,65.72451309
273.08574,65.7256741
273.08824,65.72683511
273.09074,65.72799612
273.09324,65.72915713
273.09574,65.73031814
273.09824,65.73147915
273.10074,65.73264016
273.10324,65.73380117
273.10574,65.73496218
273.10824,65.73612319
273.11074,65.73763013
273.11324,65.73917212
273.11574,65.74071411
273.11824,65.74225611
273.12074,65.7437981
273.12324,65.74534009
273.12574,65.74688208
273.12824,65.74842407
273.13074,65.74996607
273.13324,65.75150806
273.13574,65.75274998
273.13824,65.75384277
273.14074,65.75493555
273.14324,65.75602834
273.14574,65.75712113
273.14824,65.75821391
273.15074,65.7593067
273.15324,65.76039949
273.15574,65.76149227
273.15824,65.76258506
273.16074,65.76367785
273.16324,65.76477064
273.16574,65.76586342
273.16824,65.76712526
273.17074,65.76846233
273.17324,65.76979941
273.17574,65.77113649
273.17824,65.77247356
273.18074,65.77381064
273.18324,65.77514772
273.18574,65.77648479
273.18824,65.77782187
273.19074,65.77915895
273.19324,65.78049603
273.19574,65.7818331
273.19824,65.78329685
273.20074,65.78494748
273.20324,65.78659811
273.20574,65.78824874
273.20824,65.78989936
273.21074,65.79154999
273.21324,65.79320062
273.21574,65.79485125
273.21824,65.79650187
273.22074,65.7981525
273.22324,65.7998192
273.22574,65.80148887
273.22824,65.80315854
273.23074,65.80482822
273.23324,65.80649789
273.23574,65.80816756
273.23824,65.80983723
273.24074,65.8115069
273.24324,65.81317657
273.24574,65.8148388
273.24824,65.81650077
273.25074,65.81816275
273.25324,65.81982473
273.25574,65.82148671
273.25824,65.82314869
273.26074,65.82481067
273.26324,65.82647264
273.26574,65.82835785
273.26824,65.83053182
273.27074,65.83270579
273.27324,65.83487976
273.27574,65.83705372
273.27824,65.83922769
273.28074,65.84140166
273.28324,65.84357563
273.28574,65.84604069
273.28824,65.8487131
273.29074,65.85138552
273.29324,65.85405793
273.29574,65.85673034
273.29824,65.85940276
273.30074,65.86255687
273.30324,65.86633409
273.30574,65.87011131
273.30824,65.87388853
273.31074,65.87766575
273.31324,65.87969419
273.31574,65.88082175
273.31824,65.88194932
273.32074,65.88307688
273.32324,65.88420444
273.32574,65.885332
273.32824,65.88645957
273.33074,65.88758713
273.33324,65.88871469
273.33574,65.88984226
273.33824,65.89096982
273.34074,65.89209738
273.34324,65.89351887
273.34574,65.89544514
273.34824,65.89737141
273.35074,65.89929768
273.35324,65.90122395
273.35574,65.90315021
273.35824,65.90507648
273.36074,65.90700275
273.36324,65.90892972
273.36574,65.91085997
273.36824,65.91279021
273.37074,65.91472046
273.37324,65.9166507
273.37574,65.91858095
273.37824,65.92051119
273.38074,65.92244144
273.38324,65.92428912
273.38574,65.92609503
273.38824,65.92790094
273.39074,65.92970685
273.39324,65.93151276
273.39574,65.93331867
273.39824,65.93512458
273.40074,65.93693049
273.40324,65.93903836
273.40574,65.94121614
273.40824,65.94339393
273.41074,65.94557171
273.41324,65.94774949
273.41574,65.94992727
273.41824,65.95210506
273.42074,65.95428284
273.42324,65.95646062
273.42574,65.95836592
273.42824,65.9602526
273.43074,65.96213927
273.43324,65.96402594
273.43574,65.96591261
273.43824,65.96779928
273.44074,65.96968595
273.44324,65.97157263
273.44574,65.9734593
273.44824,65.97534597
273.45074,65.97725245
273.45324,65.98079015
273.45574,65.98432786
273.45824,65.98786556
273.46074,65.99140326
273.46324,65.99494096
273.46574,65.99819589
273.46824,66.00121757
273.47074,66.00423926
273.47324,66.00726095
273.47574,66.01028264
273.47824,66.01330433
273.48074,66.01632601
273.48324,66.0209663
273.48574,66.02622362
273.48824,66.03148095
273.49074,66.03673827
273.49324,66.04199559
273.49574,66.04598108
273.49824,66.04989112
273.50074,66.05380116
273.50324,66.05771121
273.50574,66.06145965
273.50824,66.06438438
273.51074,66.0673091
273.51324,66.07023382
273.51574,66.07315854
273.51824,66.07608326
273.52074,66.07900798
273.52324,66.08194066
273.52574,66.08488905
273.52824,66.08783744
273.53074,66.09078583
273.53324,66.09373422
273.53574,66.09668261
273.53824,66.10023423
267.37855,66.09164974
267.38105,66.09705747
267.38355,66.10246519
267.38605,66.10787292
267.38855,66.11168048
267.39105,66.11522755
267.39355,66.11877462
267.39605,66.12232169
267.39855,66.12586875
267.40105,66.12941582
267.40355,66.13296289
267.40605,66.138193
267.40855,66.143943
267.41105,66.149693
266.68344,66.51807395
266.68594,66.51524286
266.68844,66.51241177
266.69094,66.50958068
266.69344,66.50674959
266.69594,66.5039185
266.69844,66.50108741
266.70094,66.49807079
266.70344,66.49498762
266.70594,66.49190445
266.70844,66.48882128
266.71094,66.48573811
266.71344,66.48265494
266.71594,66.47957177
266.71844,66.4764886
266.72094,66.47364957
266.72344,66.47096795
266.72594,66.46828632
266.72844,66.4656047
266.73094,66.46292308
266.73344,66.46024145
266.73594,66.45755983
266.73844,66.45487821
266.74094,66.45219658
266.74344,66.44951496
266.74594,66.44700743
266.74844,66.44488382
266.75094,66.4427602
266.75344,66.44063658
266.75594,66.43851297
266.75844,66.43638935
266.76094,66.43426573
266.76344,66.43214212
266.76594,66.4300185
266.76844,66.42789489
266.77094,66.42577127
266.77344,66.42347554
266.77594,66.42098729
266.77844,66.41849903
266.78094,66.41601078
266.78344,66.41352252
266.78594,66.41103427
266.78844,66.40854601
266.79094,66.40605776
266.79344,66.4035695
266.79594,66.40108125
266.79844,66.39859299
266.80094,66.39610474
266.80344,66.39380967
266.80594,66.39167138
266.80844,66.38953309
266.81094,66.3873948
266.81344,66.38525652
266.81594,66.38311823
266.81844,66.38097994
266.82094,66.37884165
266.82344,66.37693723
266.82594,66.37535052
266.82844,66.3737638
266.83094,66.37217708
266.83344,66.37059037
266.83594,66.36900365
266.83844,66.36741694
266.84094,66.36583022
266.84344,66.36424351
266.84594,66.36265679
266.84844,66.36107007
266.85094,66.35948336
266.85344,66.35776567
266.85594,66.35591701
266.85844,66.35406835
266.86094,66.35221968
266.86344,66.35037102
266.86594,66.34852236
266.86844,66.3466737
266.87094,66.34482504
266.87344,66.34297637
266.87594,66.34112771
266.87844,66.33927905
266.88094,66.33743039
266.88344,66.33558173
266.88594,66.33373254
266.88844,66.33188282
266.89094,66.3300331
266.89344,66.32818338
266.89594,66.32633366
266.89844,66.32448394
266.90094,66.32263422
266.90344,66.3207845
266.90594,66.31893478
266.90844,66.31708506
266.91094,66.31523534
266.91344,66.31338562
266.91594,66.3115359
266.91844,66.30968619
266.92094,66.30812644
266.92344,66.3065826
266.92594,66.30503877
266.92844,66.30349493
266.93094,66.30195109
266.93344,66.30040725
266.93594,66.29886341
266.93844,66.29731958
266.94094,66.29577574
266.94344,66.2942319
266.94594,66.29268806
266.94844,66.29114422
266.95094,66.28960038
266.95344,66.28805655
266.95594,66.28651271
266.95844,66.28496887
266.96094,66.28342503
266.96344,66.28188141
266.96594,66.28034101
266.96844,66.27880061
266.97094,66.2772602
266.97344,66.2757198
266.97594,66.27417939
266.97844,66.27263899
266.98094,66.27109859
266.98344,66.26955818
266.98594,66.26801778
266.98844,66.26647737
266.99094,66.26534545
266.99344,66.26433693
266.99594,66.2633284
266.99844,66.26231987
267.00094,66.26131135
267.00344,66.26030282
267.00594,66.25929429
267.00844,66.25828577
267.01094,66.25727724
267.01344,66.25626871
267.01594,66.25526019
267.01844,66.25425166
267.02094,66.25324314
267.02344,66.25223461
267.02594,66.25122608
267.02844,66.2502067
267.03094,66.24898944
267.03344,66.24777218
267.03594,66.24655492
267.03844,66.24533765
267.04094,66.24412039
267.04344,66.24290313
267.04594,66.24168587
267.04844,66.24046861
267.05094,66.23925135
267.05344,66.23803408
267.05594,66.23681682
267.05844,66.23559956
267.06094,66.2343823
267.06344,66.23316504
267.06594,66.23194777
267.06844,66.23073051
267.07094,66.22954251
267.07344,66.22844138
267.07594,66.22734025
267.07844,66.22623912
267.08094,66.22513799
267.08344,66.22403686
267.08594,66.22293572
267.08844,66.22183459
267.09094,66.22073346
267.09344,66.21963233
267.09594,66.2185312
267.09844,66.21743006
267.10094,66.21632893
267.10344,66.2152278
267.10594,66.21412667
267.10844,66.21302554
267.11094,66.2119244
267.11344,66.21077098
267.11594,66.20961734
267.11844,66.20846371
267.12094,66.20731007
267.12344,66.20615644
267.12594,66.2050028
267.12844,66.20384916
267.13094,66.20269553
267.13344,66.20154189
267.13594,66.20038826
267.13844,66.19923462
267.14094,66.19808098
267.14344,66.19692735
267.14594,66.19577371
267.14844,66.19465789
267.15094,66.19360813
267.15344,66.19255837
267.15594,66.19150862
267.15844,66.19045886
267.16094,66.1894091
267.16344,66.18835934
267.16594,66.18730959
267.16844,66.18625983
267.17094,66.18521007
267.17344,66.18416032
267.17594,66.18311056
267.17844,66.1820608
267.18094,66.18101104
267.18344,66.17996129
267.18594,66.17891153
267.18844,66.17786177
267.19094,66.17681201
267.19344,66.17588698
267.19594,66.17536573
267.19844,66.17484447
267.20094,66.17432321
267.20344,66.17380195
267.20594,66.17328069
267.20844,66.17275944
267.21094,66.17223818
267.21344,66.17171692
267.21594,66.17119566
267.21844,66.17067441
267.22094,66.17015315
267.22344,66.16963189
267.22594,66.16911063
267.22844,66.16858937
267.23094,66.16806812
267.23344,66.16754686
267.23594,66.1670256
267.23844,66.16650434
267.24094,66.16598309
267.24344,66.16546183
267.24594,66.16494057
267.24844,66.16441931
267.25094,66.16415336
267.25344,66.16402129
267.25594,66.16388923
267.25844,66.16375716
267.26094,66.16362509
267.26344,66.16349302
267.26594,66.16336095
267.26844,66.16322888
267.27094,66.16309682
267.27344,66.16296475
267.27594,66.16283268
267.27844,66.16270061
267.28094,66.16256854
267.28344,66.16243647
267.28594,66.1623044
267.28844,66.16217234
267.29094,66.16204027
267.29344,66.1619082
267.29594,66.16177613
267.29844,66.16164406
267.30094,66.16151199
267.30344,66.1613891
267.30594,66.16131736
267.30844,66.16124563
267.31094,66.1611739
267.31344,66.16110217
267.31594,66.16103044
267.31844,66.1609587
267.32094,66.16088697
267.32344,66.16081524
267.32594,66.16074351
267.32844,66.16067177
267.33094,66.16060004
267.33344,66.16052831
267.33594,66.16045658
267.33844,66.16038485
267.34094,66.16031311
267.34344,66.16024138
267.34594,66.16016965
267.34844,66.16009792
267.35094,66.16002618
267.35344,66.15995445
267.35594,66.15988272
267.35844,66.15981099
267.36094,66.15965665
267.36344,66.15943948
267.36594,66.15922231
267.36844,66.15900514
267.37094,66.15878797
267.37344,66.1585708
267.37594,66.15835363
267.37844,66.15813647
267.38094,66.1579193
267.38344,66.15770213
267.38594,66.15748496
267.38844,66.15726779
267.39094,66.15705062
267.39344,66.15683345
267.39594,66.15661628
267.39844,66.15639911
267.40094,66.15618195
267.40344,66.15596478
267.40594,66.15574761
267.40844,66.15553044
267.41094,66.15531327
266.6431,66.67128045
266.6456,66.67415869
266.6481,66.67703693
266.6506,66.67948145
266.6531,66.68151913
266.6556,66.68355681
266.6581,66.6855945
266.6606,66.68763218
266.6631,66.68952241
266.6656,66.69115938
266.6681,66.69279635
266.6706,66.69443332
266.6731,66.69607029
266.6756,66.69770726
266.6781,66.69934423
266.6806,66.70109023
266.6831,66.70331971
266.6856,66.7055492
266.6881,66.70777868
266.6906,66.71000817
266.6931,66.71203575
266.6956,66.7139953
266.66553,66.92969406
266.66803,66.93117992
266.67053,66.93171001
266.67303,66.9322401
266.67553,66.93277019
266.67803,66.93330029
266.68053,66.93383038
266.68303,66.93436047
266.68553,66.93489056
266.68803,66.93542066
266.69053,66.93595075
266.69303,66.93648084
266.69553,66.93701094
266.69803,66.93754103
266.70053,66.93824491
266.70303,66.93917361
266.70553,66.94010232
266.70803,66.94103102
266.71053,66.94195972
266.71303,66.94288842
266.71553,66.94381712
266.71803,66.94474582
266.72053,66.94567452
266.72303,66.94668879
266.72553,66.94775374
266.72803,66.94881869
266.73053,66.94988364
266.73303,66.9509486
266.73553,66.95201355
273.54074,66.10387439
273.5410834,66.10437439
273.5414268,66.10487439
273.5417702,66.10537439
273.5421136,66.10587439
273.542457,66.10637439
273.5428003,66.10687439
273.5431437,66.10737439
273.5434871,66.10787439
273.5438305,66.10837439
273.5441739,66.10887439
273.5445173,66.10937439
273.5448607,66.10987439
273.5452041,66.11037439
273.5455475,66.11087439
273.5458882,66.11137439
273.5462257,66.11187439
273.5465631,66.11237439
273.5469005,66.11287439
273.547238,66.11337439
273.5475754,66.11387439
273.5479128,66.11437439
273.5482488,66.11487439
273.5485368,66.11537439
273.5488249,66.11587439
273.549113,66.11637439
273.5494011,66.11687439
273.5496891,66.11737439
273.5499772,66.11787439
273.5502653,66.11837439
273.5505534,66.11887439
273.5508415,66.11937439
273.5511295,66.11987439
273.5514176,66.12037439
273.5517057,66.12087439
273.5519938,66.12137439
273.5522818,66.12187439
273.5525699,66.12237439
273.552858,66.12287439
273.5531461,66.12337439
273.5534342,66.12387439
273.5537222,66.12437439
273.5540103,66.12487439
273.5542984,66.12537439
273.5545865,66.12587439
273.5548745,66.12637439
273.5551626,66.12687439
273.5554507,66.12737439
273.5557388,66.12787439
273.5560269,66.12837439
273.5563149,66.12887439
273.556603,66.12937439
273.5568911,66.12987439
273.5571792,66.13037439
273.5574672,66.13087439
273.5577553,66.13137439
273.5580434,66.13187439
273.5583302,66.13237439
273.5586141,66.13287439
273.558898,66.13337439
273.5591819,66.13387439
273.5594659,66.13437439
273.5597498,66.13487439
273.5600337,66.13537439
273.5603176,66.13587439
273.5606016,66.13637439
273.5607922,66.13687439
273.560894,66.13737439
273.5609959,66.13787439
273.5610977,66.13837439
273.5611996,66.13887439
273.5613014,66.13937439
273.5614033,66.13987439
273.5615051,66.14037439
273.561607,66.14087439
273.5617088,66.14137439
273.5618107,66.14187439
273.5619125,66.14237439
273.5620144,66.14287439
273.5621162,66.14337439
273.5622181,66.14387439
273.5623199,66.14437439
273.5624217,66.14487439
273.5625236,66.14537439
273.5626254,66.14587439
273.5627273,66.14637439
273.5628291,66.14687439
273.562931,66.14737439
273.5630328,66.14787439
273.5631347,66.14837439
273.5632365,66.14887439
273.5633486,66.14937439
273.563461,66.14987439
273.5635735,66.15037439
273.5636859,66.15087439
273.5637983,66.15137439
273.5639108,66.15187439
273.5640232,66.15237439
273.5641356,66.15287439
273.564248,66.15337439
273.5643605,66.15387439
273.5644729,66.15437439
273.5645853,66.15487439
273.5646978,66.15537439
273.5648102,66.15587439
273.5649226,66.15637439
273.5650351,66.15687439
273.5651475,66.15737439
273.5652599,66.15787439
273.5653724,66.15837439
273.5654848,66.15887439
273.5655972,66.15937439
273.5657097,66.15987439
273.5658505,66.16037439
273.5660018,66.16087439
273.5661531,66.16137439
273.5663044,66.16187439
273.5664557,66.16237439
273.566607,66.16287439
273.5667583,66.16337439
273.5669096,66.16387439
273.5670609,66.16437439
273.5672122,66.16487439
273.5673635,66.16537439
273.5675148,66.16587439
273.5676661,66.16637439
273.5678174,66.16687439
273.5679687,66.16737439
273.56812,66.16787439
273.5682679,66.16837439
273.5684028,66.16887439
273.5685377,66.16937439
273.5686726,66.16987439
273.5688075,66.17037439
273.5689424,66.17087439
273.5690774,66.17137439
273.5692123,66.17187439
273.5693472,66.17237439
273.5694821,66.17287439
273.569617,66.17337439
273.5697519,66.17387439
273.5698868,66.17437439
273.5700217,66.17487439
273.5701566,66.17537439
273.5702915,66.17587439
273.5704264,66.17637439
273.5705613,66.17687439
273.5706963,66.17737439
273.5708242,66.17787439
273.5709489,66.17837439
273.5710735,66.17887439
273.5711981,66.17937439
273.5713228,66.17987439
273.5714474,66.18037439
273.5715721,66.18087439
273.5716967,66.18137439
273.5718213,66.18187439
273.571946,66.18237439
273.5720706,66.18287439
273.5721952,66.18337439
273.5723199,66.18387439
273.5724445,66.18437439
273.5725692,66.18487439
273.5726938,66.18537439
273.5728184,66.18587439
273.5729431,66.18637439
273.5730677,66.18687439
273.5731923,66.18737439
273.5733598,66.18787439
273.5735536,66.18837439
273.5737475,66.18887439
273.5739414,66.18937439
273.5741353,66.18987439
273.5743292,66.19037439
273.5745231,66.19087439
273.574717,66.19137439
273.5749109,66.19187439
273.5751048,66.19237439
273.5752987,66.19287439
273.5754926,66.19337439
273.5756865,66.19387439
273.5758959,66.19437439
273.5761112,66.19487439
273.5763266,66.19537439
273.5765419,66.19587439
273.5767573,66.19637439
273.5769726,66.19687439
273.577188,66.19737439
273.5774033,66.19787439
273.5776186,66.19837439
273.577834,66.19887439
273.5780493,66.19937439
273.578265,66.19987439
273.578483,66.20037439
273.5787009,66.20087439
